time,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,c1,c2,c3,c4,o1,outside
08:03:00,0.0435,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.0435,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.087,0.0,0.087,0.0,0.0,0.2609,0.1739,0.087,0.0
08:03:15,0.0435,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0435,0.0435,0.0435,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.087,0.0,0.087,0.0,0.0,0.3043,0.0435,0.1304,0.0
08:03:30,0.0435,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.087,0.0,0.0,0.0,0.0,0.3043,0.1304,0.1739,0.0
08:03:45,0.0435,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.087,0.0435,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.087,0.0,0.0,0.0,0.0,0.3478,0.1304,0.0435,0.0
08:04:00,0.0435,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.087,0.087,0.0,0.0,0.0,0.087,0.0435,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.087,0.0,0.0,0.0,0.0,0.2609,0.1739,0.0,0.0
08:04:15,0.0435,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.1739,0.087,0.0,0.0,0.0,0.087,0.0435,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.087,0.0,0.0,0.0,0.0435,0.1739,0.1304,0.0,0.0
08:04:30,0.0435,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.3043,0.087,0.0,0.0,0.0,0.087,0.0435,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.087,0.0,0.0,0.0,0.0435,0.0435,0.1304,0.0,0.0
08:04:45,0.0435,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.3043,0.087,0.0,0.0,0.0,0.087,0.0435,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.087,0.0,0.0,0.0,0.0435,0.0435,0.1304,0.0,0.0
08:05:00,0.0435,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.3043,0.087,0.0,0.0,0.0,0.087,0.0435,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.087,0.0,0.0,0.0,0.0435,0.0435,0.1304,0.0,0.0
08:05:15,0.0,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.3043,0.087,0.0,0.0,0.0,0.087,0.0435,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.087,0.0,0.0,0.0,0.0435,0.0435,0.1304,0.0,0.0
08:05:30,0.0,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.3043,0.087,0.0,0.0,0.0,0.087,0.0435,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.087,0.0,0.0,0.0,0.0435,0.0,0.1304,0.0435,0.0
08:05:45,0.0,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.3043,0.087,0.0,0.0,0.0,0.087,0.0435,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.087,0.0,0.0,0.0,0.0435,0.0,0.1304,0.0435,0.0
08:06:00,0.0,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.3043,0.087,0.0,0.0,0.0,0.087,0.0435,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.087,0.0,0.0,0.0,0.0435,0.0,0.1304,0.0435,0.0
08:06:15,0.0,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.3043,0.087,0.0,0.0,0.0,0.087,0.0435,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.087,0.0,0.0,0.0,0.0435,0.0,0.1304,0.0435,0.0
08:06:30,0.0,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.3043,0.087,0.0,0.0,0.0,0.087,0.0435,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.087,0.0,0.0,0.0,0.0435,0.0,0.1304,0.0435,0.0
08:06:45,0.0,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.3043,0.087,0.0,0.0,0.0,0.087,0.0435,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.087,0.0,0.0,0.0,0.0435,0.0,0.1304,0.0435,0.0
08:07:00,0.0,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.3043,0.087,0.0,0.0,0.0,0.087,0.0435,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.087,0.0,0.0,0.0,0.0435,0.0,0.1304,0.0435,0.0
08:07:15,0.0,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.3043,0.087,0.0,0.0,0.0,0.087,0.0435,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.087,0.0,0.0,0.0,0.0435,0.0,0.1304,0.0435,0.0
08:07:30,0.0,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.3043,0.087,0.0,0.0,0.0,0.087,0.0435,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.087,0.0,0.0,0.0,0.0435,0.0,0.1304,0.0435,0.0
08:07:45,0.0,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.3043,0.087,0.0,0.0,0.0,0.087,0.0435,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.087,0.0,0.0435,0.0,0.0435,0.0,0.087,0.0435,0.0
08:08:00,0.0,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.2609,0.087,0.0,0.0,0.0,0.087,0.0435,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.087,0.0,0.0435,0.0,0.0435,0.087,0.087,0.0,0.0
08:08:15,0.0,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.2609,0.087,0.0,0.0,0.0,0.1304,0.0435,0.0,0.0435,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.087,0.0,0.0435,0.0,0.0435,0.0,0.087,0.0,0.0
08:08:30,0.0,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.2174,0.087,0.0,0.0,0.0,0.1304,0.0435,0.0,0.0435,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.087,0.0,0.0,0.0,0.0435,0.0435,0.1304,0.0,0.0
08:08:45,0.0,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.2174,0.087,0.0,0.0,0.0,0.1304,0.0435,0.0,0.0435,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.087,0.0,0.0,0.0,0.0435,0.0435,0.1304,0.0,0.0
08:09:00,0.0,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.2174,0.1304,0.0,0.0,0.0,0.1304,0.0435,0.0,0.0435,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.087,0.0,0.0,0.0,0.0435,0.0,0.1304,0.0,0.0
08:09:15,0.0,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.2174,0.1304,0.0,0.0,0.0,0.1304,0.0435,0.0,0.0435,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.087,0.0,0.0435,0.0,0.0435,0.0,0.087,0.0,0.0
08:09:30,0.0,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.2174,0.1304,0.0,0.0,0.0,0.1304,0.0435,0.0,0.0435,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.087,0.0,0.0435,0.0,0.0435,0.0,0.087,0.0,0.0
08:09:45,0.0,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.2174,0.1304,0.0,0.0,0.0,0.1304,0.0435,0.0,0.0435,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.087,0.0,0.0435,0.0,0.0435,0.0,0.087,0.0,0.0
08:10:00,0.0,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.1739,0.1304,0.0,0.0,0.0,0.1304,0.0435,0.0,0.0435,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.087,0.0,0.0,0.0,0.0435,0.0435,0.1304,0.0,0.0
08:10:15,0.0,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.1739,0.1304,0.0,0.0,0.0,0.1304,0.0435,0.0,0.0435,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.087,0.0,0.0,0.0,0.0435,0.0435,0.1304,0.0,0.0
08:10:30,0.0,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.1739,0.1304,0.0,0.0,0.0,0.087,0.0435,0.0,0.0435,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.087,0.0,0.0,0.0,0.087,0.087,0.087,0.0,0.0
08:10:45,0.0,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.1739,0.1304,0.0,0.0,0.0,0.087,0.0435,0.0,0.0435,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.087,0.0,0.0,0.0,0.087,0.0435,0.087,0.0435,0.0
08:11:00,0.0,0.0,0.087,0.0,0.0435,0.0,0.0,0.0,0.0,0.1739,0.1304,0.0,0.0,0.0,0.087,0.0435,0.0,0.0435,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.087,0.0,0.0,0.0,0.087,0.0,0.087,0.0435,0.0
08:11:15,0.0,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.0435,0.1739,0.1304,0.0,0.0,0.0,0.087,0.0435,0.0,0.0435,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.087,0.0,0.0,0.0435,0.0435,0.0,0.1304,0.0,0.0
08:11:30,0.0,0.0,0.087,0.0,0.0,0.0,0.0,0.0435,0.0,0.1739,0.1304,0.0,0.0,0.0,0.0435,0.0435,0.0,0.0435,0.0435,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.087,0.0,0.0,0.0,0.0435,0.0435,0.1304,0.0,0.0
08:11:45,0.0,0.0,0.087,0.0435,0.0,0.0,0.0,0.0,0.0,0.1304,0.1304,0.0,0.0,0.0,0.0435,0.0435,0.0,0.0435,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.0,0.0,0.0435,0.0,0.087,0.0,0.0,0.0,0.0435,0.087,0.1304,0.0,0.0
08:12:00,0.0,0.0,0.087,0.0435,0.0,0.0,0.0,0.0,0.0,0.1304,0.1304,0.0,0.0,0.0,0.0435,0.0435,0.0435,0.0435,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.0,0.0,0.0435,0.0,0.087,0.0,0.0435,0.0,0.0435,0.0435,0.087,0.0,0.0
08:12:15,0.0,0.0435,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.1304,0.1304,0.0,0.0,0.0,0.0435,0.0435,0.0435,0.0435,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.0,0.0,0.0435,0.0,0.087,0.0,0.0435,0.0,0.0435,0.0435,0.087,0.0,0.0
08:12:30,0.0435,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.1304,0.1304,0.0,0.0,0.0,0.0435,0.0435,0.0435,0.0435,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.0,0.0,0.0435,0.0,0.087,0.0,0.0435,0.0,0.0435,0.0,0.087,0.0435,0.0
08:12:45,0.0435,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.1304,0.1304,0.0,0.0,0.0,0.0435,0.0435,0.0435,0.0435,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.0,0.0,0.0435,0.0,0.087,0.0,0.0435,0.0,0.0435,0.0,0.087,0.0435,0.0
08:13:00,0.0,0.0,0.1304,0.0,0.0,0.0,0.0,0.0,0.0,0.1304,0.087,0.0,0.0,0.0,0.0435,0.0435,0.0435,0.0435,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.0,0.0,0.0,0.0435,0.087,0.0,0.0435,0.0,0.0435,0.0435,0.1304,0.0,0.0
08:13:15,0.0,0.0,0.087,0.0,0.0,0.0,0.0435,0.0,0.0,0.1304,0.087,0.0,0.0,0.0,0.0435,0.0435,0.0435,0.0435,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.0435,0.0,0.0,0.0435,0.087,0.0,0.0435,0.0,0.0435,0.0435,0.087,0.0,0.0
08:13:30,0.0,0.0,0.087,0.0,0.0,0.0,0.0435,0.0,0.0,0.1304,0.087,0.0,0.0,0.0,0.0435,0.0435,0.0435,0.0435,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.0,0.0435,0.0,0.0,0.0,0.1304,0.0,0.0435,0.0,0.0435,0.0,0.087,0.0435,0.0
08:13:45,0.0,0.0,0.087,0.0,0.0,0.0,0.0435,0.0,0.0,0.1304,0.087,0.0,0.0,0.0,0.0435,0.0435,0.0,0.0435,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.0,0.0,0.1304,0.0,0.0435,0.0435,0.0435,0.0435,0.1304,0.0,0.0
08:14:00,0.0,0.0,0.087,0.0,0.0,0.0,0.0435,0.0,0.0,0.1304,0.087,0.0,0.0,0.0,0.0435,0.0435,0.0435,0.0435,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.0,0.0,0.1304,0.0,0.0435,0.0,0.1304,0.0,0.087,0.0,0.0
08:14:15,0.0,0.0,0.0435,0.0,0.0,0.0,0.087,0.0,0.0,0.1304,0.087,0.0,0.0,0.0,0.0435,0.0435,0.0435,0.0435,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.0,0.0,0.1304,0.0,0.0435,0.0,0.1304,0.0,0.087,0.0,0.0
08:14:30,0.0,0.0,0.0435,0.0,0.0,0.0,0.087,0.0,0.0,0.1304,0.0435,0.0,0.0,0.0,0.0435,0.0435,0.0435,0.0435,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.0,0.0,0.1304,0.0,0.0435,0.0435,0.0435,0.0435,0.1304,0.0,0.0
08:14:45,0.0,0.0,0.0435,0.0,0.0,0.0,0.087,0.0,0.0,0.1304,0.0435,0.0,0.0,0.0,0.0435,0.0435,0.0435,0.0435,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.0,0.0,0.1304,0.0,0.0435,0.0435,0.0,0.0435,0.1739,0.0,0.0
08:15:00,0.0,0.0,0.0435,0.0,0.0,0.0,0.087,0.0,0.0,0.1304,0.0435,0.0,0.0,0.0,0.0435,0.0435,0.0435,0.0435,0.0435,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.0,0.0,0.0435,0.0,0.0,0.0,0.1304,0.0,0.0,0.0,0.0,0.0435,0.1739,0.0435,0.0
08:15:15,0.0,0.0,0.0435,0.0,0.0,0.0,0.087,0.0,0.0,0.1304,0.0435,0.0,0.0,0.0,0.0435,0.0435,0.0435,0.0435,0.0435,0.0,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.0,0.0,0.1304,0.0,0.0,0.0,0.0,0.0435,0.1739,0.0435,0.0
08:15:30,0.0,0.0,0.0435,0.0,0.0,0.0,0.087,0.0,0.0,0.1304,0.0435,0.0,0.0,0.0,0.0435,0.0435,0.0435,0.0435,0.087,0.0,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.0,0.0,0.1304,0.0,0.0,0.0,0.0,0.0,0.2174,0.0,0.0
08:15:45,0.0,0.0,0.0435,0.0,0.0,0.0,0.087,0.0,0.0,0.1304,0.0435,0.0,0.0,0.0,0.0435,0.0435,0.0435,0.0435,0.0435,0.0,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.0,0.0,0.1304,0.0,0.087,0.0,0.0,0.0435,0.1304,0.0,0.0
08:16:00,0.0,0.0,0.0435,0.0,0.0,0.0,0.087,0.0,0.0,0.1304,0.0435,0.0,0.0,0.0,0.0435,0.0435,0.0435,0.0435,0.0435,0.0,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.0,0.0,0.1304,0.0,0.087,0.0,0.0,0.0,0.1304,0.0435,0.0
08:16:15,0.0,0.0,0.0435,0.0,0.0,0.0,0.087,0.0,0.0,0.1304,0.0435,0.0,0.0,0.0,0.0435,0.0435,0.0435,0.0435,0.0435,0.0,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1304,0.0,0.0435,0.0,0.0,0.0,0.2174,0.0435,0.0
08:16:30,0.0435,0.0,0.0,0.0,0.0,0.0,0.087,0.0,0.0,0.1304,0.0435,0.0,0.0,0.0,0.0435,0.0435,0.0435,0.0435,0.0435,0.0,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1304,0.0,0.0435,0.0,0.0,0.0,0.2609,0.0,0.0
08:16:45,0.0435,0.0,0.0,0.0,0.0,0.0,0.087,0.0,0.0,0.1304,0.0435,0.0,0.0,0.0,0.0435,0.0435,0.0435,0.0435,0.0435,0.0,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1304,0.0,0.0435,0.0,0.0,0.0,0.2609,0.0,0.0
08:17:00,0.0435,0.0,0.0,0.0,0.0,0.0,0.087,0.0,0.0,0.1304,0.0435,0.0,0.0,0.0,0.0435,0.0435,0.0435,0.0435,0.0435,0.0,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1304,0.0,0.0435,0.0,0.0,0.0,0.2609,0.0,0.0
08:17:15,0.0435,0.0,0.0,0.0,0.0,0.0,0.087,0.0,0.0,0.1304,0.0435,0.0,0.0,0.0,0.0435,0.0435,0.0435,0.0435,0.0435,0.0,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1304,0.0,0.0435,0.0,0.0,0.0,0.2609,0.0,0.0
08:17:30,0.0435,0.0,0.0,0.0,0.0,0.0,0.087,0.0,0.0,0.1304,0.0435,0.0,0.0,0.0,0.0435,0.0435,0.0435,0.0435,0.0435,0.0,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1304,0.0,0.0435,0.0,0.0,0.0,0.2609,0.0,0.0
08:17:45,0.0435,0.0,0.0,0.0,0.0,0.0,0.087,0.0,0.0,0.1304,0.0435,0.0,0.0,0.0,0.0435,0.0435,0.0435,0.0435,0.0435,0.0,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1304,0.0,0.0435,0.0,0.0,0.0,0.2609,0.0,0.0
08:18:00,0.0435,0.0,0.0435,0.0,0.0,0.0,0.0435,0.0,0.0,0.1304,0.0435,0.0,0.0,0.0,0.0435,0.0435,0.0435,0.0435,0.0435,0.0,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1304,0.0,0.0435,0.0,0.0,0.0,0.2609,0.0,0.0
08:18:15,0.0435,0.0,0.0435,0.0,0.0,0.0,0.0435,0.0,0.0,0.1304,0.0435,0.0,0.0,0.0,0.0435,0.0435,0.0435,0.0435,0.0435,0.0,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1304,0.0,0.0435,0.0,0.0,0.0,0.2609,0.0,0.0
08:18:30,0.0435,0.0,0.0435,0.0,0.0,0.0,0.0435,0.0,0.0,0.1304,0.0435,0.0,0.0,0.0,0.0435,0.0435,0.0435,0.0435,0.0435,0.0,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1304,0.0,0.087,0.0,0.0,0.0,0.2174,0.0,0.0
08:18:45,0.0435,0.0,0.0435,0.0,0.0,0.0,0.0435,0.0,0.0,0.1304,0.0435,0.0,0.0,0.0,0.0435,0.0435,0.0435,0.0435,0.0435,0.0,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1304,0.0,0.0435,0.0,0.0,0.0,0.2609,0.0,0.0
08:19:00,0.0435,0.0,0.0435,0.0,0.0,0.0,0.0435,0.0,0.0,0.1304,0.0435,0.0,0.0,0.0,0.0,0.0435,0.0435,0.0435,0.0435,0.0,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1304,0.0,0.0435,0.0,0.0,0.0435,0.2609,0.0,0.0
